sex,age,H1,F1,I1,A1,P1,Z1,H2,F2,I2,A2,P2,H3,F3,I3,A3,P3,H4,F4,I4,A4,P4,Z2,H5,F5,I5,A5,P5,H6,F6,I6,A6,P6
male,67,3,4,3,5,3,0,4,5,4,2,2,3,5,3,2,0,3,5,3,5,1,4,3,5,4,1,2,4,1,3,5,0
male,52,2,2,3,3,4,0,5,3,3,3,4,4,3,3,3,3,4,4,5,4,4,5,4,3,3,4,4,5,0,2,0,3
female,35,4,4,3,3,3,4,4,2,4,3,1,4,5,1,3,1,3,4,2,4,3,5,2,3,2,2,0,5,2,1,4,0
female,73,4,4,4,4,4,0,4,4,4,4,1,4,5,5,4,1,4,5,3,5,4,5,2,5,4,2,3,4,3,0,5,4
male,25,3,4,0,0,1,0,3,5,3,0,1,5,5,1,3,0,3,5,1,3,0,5,0,4,1,1,0,4,4,0,0,0
female,27,4,4,4,4,4,2,4,4,4,4,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,5,3,4,3,5,5,5
female,21,5,4,2,4,4,1,3,2,3,2,3,4,5,4,4,5,5,5,4,5,4,5,1,3,4,5,5,5,0,4,3,5
female,20,5,3,1,1,1,0,3,4,5,2,4,5,4,4,3,0,5,4,0,4,4,5,1,4,4,0,0,5,2,2,1,0
female,47,5,5,0,3,3,0,5,5,3,3,3,5,5,1,4,0,5,5,0,4,3,5,5,3,2,0,2,2,5,2,3,0
male,18,3,5,3,3,3,3,4,4,4,2,3,5,5,4,4,2,4,4,3,3,1,5,2,5,4,3,2,2,3,3,3,3
male,31,5,1,1,1,1,0,2,4,1,1,1,4,5,1,4,0,5,4,1,1,1,5,3,4,1,1,0,3,4,1,2,0
male,21,4,4,2,4,2,1,4,4,4,2,1,5,5,3,3,2,5,4,4,5,3,5,3,4,2,4,2,3,4,2,4,1
male,65,3,3,1,1,4,0,4,5,0,1,2,5,5,3,1,4,3,5,4,2,1,5,1,4,4,3,1,2,1,2,1,0
male,25,4,4,1,2,3,3,4,5,2,0,4,5,4,0,2,0,4,4,1,4,2,4,5,1,0,1,2,3,4,2,3,0
male,21,3,5,0,3,4,3,4,4,4,1,1,5,5,2,3,0,5,4,3,4,1,5,5,4,1,4,1,1,1,2,1,0
male,24,5,5,3,3,2,2,5,3,3,3,3,4,5,3,3,1,4,5,1,4,1,5,4,4,3,0,0,5,3,0,1,3
male,21,4,4,4,3,4,3,4,5,4,2,3,4,3,4,3,0,2,5,4,5,2,5,4,5,2,0,3,2,5,4,3,3
male,22,1,4,3,4,2,0,4,3,5,2,1,3,4,4,0,0,0,5,5,5,1,4,1,4,5,3,4,0,0,5,5,1
male,20,3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,0,0,5,5,4,3,4,1,4,3,5,3,0,1,2,4,3
female,53,5,4,4,4,5,1,5,5,4,4,4,5,3,3,3,1,5,5,5,5,5,5,5,5,2,0,5,5,0,2,4,0
male,47,5,3,5,3,5,2,5,4,4,2,5,5,5,5,4,1,4,4,5,5,5,5,4,4,4,3,1,3,3,4,4,3
male,18,3,3,4,4,4,0,1,5,3,4,5,4,4,3,5,2,4,4,3,5,4,3,4,4,4,1,3,3,4,3,4,2
female,20,5,5,3,3,2,1,5,3,3,2,2,4,4,2,3,3,5,5,4,3,2,5,2,2,3,2,1,4,3,2,3,3
female,41,4,4,1,3,3,0,5,4,2,2,1,4,4,4,4,1,5,5,1,5,4,5,2,3,3,3,2,5,2,2,3,3
female,20,4,3,3,4,4,0,4,4,3,3,3,3,4,3,3,1,4,4,4,4,4,4,5,5,4,2,2,5,5,5,3,0
female,20,4,4,1,4,4,1,0,4,4,4,2,4,4,2,2,0,2,4,5,5,2,5,4,5,4,5,3,5,1,2,4,5
female,39,4,4,2,4,4,1,3,4,4,3,3,4,4,3,3,1,3,4,3,5,3,4,4,3,4,5,3,4,2,3,4,4
female,39,5,3,1,4,4,0,4,4,3,1,2,4,4,3,4,0,3,4,5,5,2,5,4,4,4,4,5,5,4,2,2,2
female,20,3,2,1,3,4,0,3,3,1,4,4,4,4,4,4,2,3,5,3,3,3,5,4,4,5,3,3,5,3,3,4,3
female,40,0,3,5,3,2,2,3,3,3,3,3,4,4,4,4,1,3,4,5,5,4,4,5,5,4,5,5,2,2,3,4,2
female,39,3,3,3,5,5,0,5,3,3,3,3,4,5,4,4,3,5,5,3,5,2,5,5,5,2,0,0,5,0,2,2,2
male,44,4,4,3,3,5,0,4,3,1,1,3,4,5,2,4,1,4,4,3,3,1,4,4,5,1,0,1,5,4,0,4,1
female,48,4,4,4,4,3,2,4,4,4,4,4,5,5,4,5,3,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,4
female,43,4,3,1,2,4,0,2,2,2,1,3,3,2,0,3,0,4,4,4,4,5,5,4,4,4,3,4,4,2,2,3,3
male,53,5,4,2,4,3,1,5,3,3,2,3,4,4,3,3,5,4,4,3,4,3,5,2,3,3,4,3,5,3,1,4,3
female,26,5,5,2,4,4,1,5,5,5,3,4,5,5,4,4,3,4,5,2,5,5,5,4,4,4,4,4,3,3,3,3,3
female,30,4,4,0,4,2,4,4,4,0,0,4,5,5,0,5,0,4,4,2,4,4,5,3,3,3,5,0,5,4,3,3,0
female,26,5,3,2,2,2,0,4,4,3,1,1,4,5,3,2,0,5,4,3,4,1,5,2,4,2,4,0,5,2,2,3,1
male,30,2,3,4,3,2,1,4,3,5,3,4,4,5,4,4,4,4,4,3,4,3,5,4,3,4,2,3,2,1,4,5,3
female,26,5,5,3,4,5,2,5,5,5,2,1,5,5,3,5,1,5,5,5,4,2,5,4,5,0,4,0,5,0,5,0,0
female,24,3,3,4,4,4,3,5,4,4,3,4,5,5,4,3,3,4,5,3,5,5,5,5,4,5,4,3,5,3,1,1,1
female,53,5,4,2,4,4,0,5,5,5,2,4,5,5,3,4,5,5,5,3,4,5,5,5,5,3,1,1,5,4,3,0,1
male,72,4,4,3,4,4,1,4,4,4,2,5,5,5,4,5,4,5,5,3,5,5,5,4,5,4,5,4,4,2,3,2,5
female,71,5,3,2,4,5,0,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,3,4,5,5
male,46,1,3,1,3,4,0,1,4,3,3,3,4,4,2,4,4,3,4,3,4,4,5,4,4,1,4,3,5,2,1,1,4
female,28,5,5,3,4,4,2,4,4,3,3,3,4,5,4,4,3,5,5,0,4,3,5,4,4,1,2,1,5,3,1,3,3
male,29,5,4,0,0,5,0,5,5,2,2,1,5,5,1,4,0,5,5,1,0,1,5,4,4,3,0,0,4,5,3,0,3
female,51,5,3,1,3,5,0,5,5,5,3,4,5,5,4,5,3,4,5,0,4,3,5,1,5,1,3,3,5,1,3,4,0
female,18,4,4,1,3,4,0,4,5,3,1,1,5,5,1,4,2,4,5,4,4,3,5,3,4,2,2,2,5,3,2,3,3
female,50,5,5,1,1,2,0,4,4,1,1,3,4,5,2,2,0,4,4,3,4,3,5,3,5,3,1,3,5,5,2,0,5
male,47,3,5,2,1,2,3,4,3,4,1,3,5,5,3,2,0,4,5,2,5,3,5,5,5,1,2,1,5,5,0,0,0
female,45,5,5,4,4,2,0,5,5,5,3,3,5,5,4,4,3,5,5,5,5,3,5,4,4,4,5,1,3,1,1,4,0
male,45,4,4,4,4,4,1,3,4,4,3,3,4,4,4,4,3,4,5,5,5,4,5,4,4,3,4,1,2,1,2,5,3
male,41,4,2,3,3,3,4,2,3,2,4,3,4,2,3,1,0,3,3,4,5,3,4,5,4,4,2,5,1,4,2,4,1
female,38,5,4,3,4,4,1,4,5,4,4,5,5,4,3,5,1,5,4,4,5,5,5,5,4,4,1,4,4,3,0,4,0
female,20,5,4,1,2,1,0,4,4,2,1,1,5,4,2,2,0,4,3,3,2,0,5,4,3,2,0,0,4,2,2,2,0
female,26,2,2,2,4,4,1,3,4,4,2,4,4,1,3,4,1,5,5,5,5,5,5,5,5,3,3,3,3,5,4,5,3
female,20,5,5,4,5,5,0,4,5,5,3,3,4,5,4,4,1,4,5,5,5,4,5,5,5,5,2,4,5,3,2,3,3
male,20,2,4,2,3,2,1,3,3,3,2,3,4,3,4,3,1,3,4,3,4,3,5,3,4,2,2,2,4,3,3,2,3
female,21,3,4,1,5,4,2,4,4,4,2,3,4,5,4,4,0,3,5,3,5,4,5,3,4,3,2,1,4,4,5,2,5
female,20,1,1,3,3,3,1,1,4,2,2,2,3,1,1,1,2,2,2,3,4,4,4,5,5,5,2,0,5,2,3,5,2
female,20,1,1,2,4,5,1,3,4,4,1,1,4,5,3,4,1,3,3,3,4,2,4,5,4,0,0,2,2,4,0,4,1
male,22,4,4,1,3,3,1,4,5,4,3,1,4,5,4,2,1,4,4,3,4,1,5,4,5,4,3,3,0,3,1,3,3
male,47,4,4,3,1,1,0,4,4,2,0,0,4,5,2,3,0,4,5,0,0,0,4,4,5,0,4,0,2,0,0,0,0
female,20,2,3,1,2,2,0,4,2,4,2,1,4,4,2,3,0,3,5,2,4,2,5,3,3,1,3,0,1,5,1,3,2
male,62,3,5,1,1,5,2,5,5,3,4,4,5,4,5,1,3,5,4,3,3,5,5,4,4,4,3,1,5,5,3,1,5
female,21,4,5,1,4,5,2,3,4,4,1,3,5,5,5,4,5,5,4,3,4,4,5,3,3,4,3,2,5,4,3,5,4
female,22,4,5,2,1,3,0,4,4,4,1,2,4,4,3,3,0,4,5,2,2,3,5,5,4,4,1,1,4,3,3,3,1
female,19,4,5,3,5,5,0,5,3,5,3,2,5,5,4,5,0,4,4,4,3,3,5,5,2,3,4,4,4,3,4,0,3
female,19,5,5,3,4,4,1,4,3,5,2,4,5,5,4,5,0,4,4,3,5,2,5,5,4,4,2,3,2,3,3,5,5
male,20,5,5,3,5,5,0,5,5,5,1,2,5,4,5,5,1,5,5,5,5,1,5,5,5,2,2,0,5,5,3,5,0
female,20,5,4,2,3,4,1,4,4,3,1,3,4,4,3,3,2,4,5,3,4,3,4,5,4,4,3,0,4,5,4,3,1
male,18,4,3,1,2,3,1,4,2,5,3,2,4,4,4,1,0,2,4,4,4,2,5,4,4,5,1,3,1,1,4,4,3
female,18,5,5,1,3,5,0,5,4,2,1,2,5,5,2,4,0,5,5,3,4,1,5,5,5,0,4,4,3,4,0,0,0
female,19,5,4,3,3,4,0,3,4,4,1,5,4,5,4,4,2,4,3,3,4,4,5,2,4,3,3,3,4,3,4,3,3
male,29,3,4,3,4,4,1,3,4,4,1,3,4,4,3,4,0,3,4,4,4,4,5,4,3,3,4,4,2,5,3,4,1
female,20,5,5,4,5,4,0,4,4,4,2,5,5,5,5,5,0,5,5,5,5,5,5,5,5,3,2,5,2,4,5,2,4
female,18,3,3,3,3,2,0,2,4,3,3,4,3,5,4,4,5,4,5,4,5,0,4,5,4,5,1,0,0,5,2,4,5
female,22,4,4,2,2,2,0,3,4,4,1,3,4,5,4,4,5,4,5,5,5,4,4,5,4,5,5,3,4,3,5,4,3
male,20,4,4,0,5,3,0,2,5,5,2,5,5,5,5,5,0,4,3,3,5,4,4,5,5,3,0,1,4,3,2,5,0
female,20,4,4,1,1,2,0,5,5,2,0,2,4,5,2,4,0,5,5,4,4,2,3,4,5,2,0,1,2,3,0,3,0
female,19,4,4,3,4,4,2,4,4,4,3,3,4,4,4,4,1,4,4,4,4,3,4,5,4,4,2,3,3,4,3,2,3
female,20,4,4,3,4,4,2,4,4,4,3,4,5,5,4,4,1,4,5,4,4,4,4,5,5,4,3,3,4,4,2,2,3
female,19,3,2,1,2,1,0,2,3,4,2,2,3,5,2,3,1,3,5,2,4,5,4,2,3,2,0,3,5,2,1,3,2
female,20,5,5,2,4,5,0,4,4,4,3,5,5,5,3,4,1,4,5,5,5,5,5,4,5,3,0,3,4,2,2,3,0
male,21,4,4,2,3,3,1,4,4,4,4,3,4,5,3,2,2,4,5,4,4,0,5,4,5,3,3,2,0,3,2,2,2
female,20,4,4,3,3,3,1,2,2,2,2,1,3,4,2,3,0,5,3,2,4,3,5,5,4,4,0,2,2,3,3,3,2
male,22,4,3,1,3,5,0,4,2,2,0,0,3,5,2,4,5,4,5,2,5,0,5,2,2,0,3,1,0,2,4,5,5
female,20,4,3,1,2,4,1,4,4,4,2,3,4,4,4,4,0,4,4,3,5,1,4,2,3,2,1,4,3,2,1,4,2
male,23,4,4,2,4,4,1,3,3,4,3,4,4,3,2,3,1,3,4,5,5,3,5,3,4,3,3,3,1,3,2,4,3
female,21,5,5,4,5,5,2,5,5,4,3,3,5,4,5,3,3,5,4,4,5,4,5,5,5,5,4,5,2,4,2,3,2
female,23,3,3,2,3,1,0,5,5,5,1,4,5,5,2,4,0,4,5,5,4,3,5,5,5,3,3,2,3,5,3,4,1
female,23,5,5,1,4,3,0,5,4,3,2,3,5,5,3,4,0,4,5,4,5,3,5,5,4,4,2,1,4,4,3,3,1
female,20,5,5,5,5,5,0,4,4,5,5,3,5,5,5,5,0,4,5,4,5,5,5,5,3,5,0,0,2,2,2,4,4
female,22,4,5,2,1,3,0,4,4,4,2,3,5,5,4,4,0,4,5,3,3,3,4,5,4,3,2,1,3,3,3,3,2
female,20,4,4,1,5,4,0,4,5,5,0,3,5,4,5,5,0,3,4,5,5,4,5,1,4,4,0,2,5,2,1,0,1
female,45,4,4,1,1,5,0,2,2,1,0,4,5,4,4,3,0,1,2,2,2,2,5,5,2,0,5,2,1,1,0,1,1
male,53,3,4,1,2,5,0,4,4,4,2,3,4,4,2,3,3,3,5,4,4,3,5,3,5,4,2,2,4,2,2,3,3
male,47,4,5,3,4,4,1,5,5,5,3,5,5,4,5,3,0,4,4,5,5,4,4,5,3,5,4,5,0,0,4,3,0
female,45,3,5,3,3,5,0,3,4,4,0,1,5,4,4,2,0,1,5,5,3,0,5,4,5,1,2,0,4,0,1,1,0
male,20,4,3,5,5,5,0,5,5,3,4,4,4,4,4,4,1,4,5,5,5,5,5,2,2,5,4,2,1,0,4,5,5
female,21,4,3,3,3,3,0,2,2,3,1,2,4,3,3,3,1,4,5,3,2,2,5,0,3,4,4,4,4,3,0,2,0
female,21,1,2,3,3,1,1,3,4,3,4,3,3,4,2,4,0,2,1,5,4,2,4,0,4,4,4,2,5,0,4,1,1
female,58,3,4,1,1,4,0,2,4,3,1,1,3,4,2,1,0,1,3,0,3,2,3,1,3,5,2,2,2,2,2,2,1
male,59,1,1,3,3,2,0,3,2,4,1,4,4,4,4,1,1,3,4,5,5,5,5,4,3,4,4,3,0,0,4,4,1
female,56,3,5,1,2,4,0,4,4,1,1,4,4,4,1,4,0,0,5,5,5,4,5,5,5,0,4,1,0,0,0,5,3
male,58,0,3,4,0,1,0,4,3,4,0,0,3,3,3,0,0,0,0,4,1,0,5,4,4,4,5,0,1,1,1,1,0
male,26,4,3,1,0,4,0,2,4,3,1,5,5,5,2,3,0,3,1,5,4,0,4,0,2,3,2,0,4,0,2,1,1
female,31,4,4,3,4,4,1,4,4,4,3,4,4,4,4,3,3,4,5,5,4,4,5,5,5,1,3,4,2,1,1,2,3
female,20,4,4,2,3,4,3,5,4,4,2,2,5,5,4,5,2,4,5,1,3,1,5,1,5,3,4,1,5,2,0,5,0
male,30,4,5,3,1,2,0,5,4,3,1,0,3,5,1,1,0,5,5,3,4,0,5,0,3,4,0,0,5,3,0,0,0
female,30,5,5,2,4,5,0,5,5,5,1,1,5,5,2,4,0,5,5,2,3,1,5,1,4,3,0,0,5,0,1,0,0
male,24,1,4,0,1,0,0,1,5,1,0,0,4,4,0,4,0,0,0,3,1,0,0,0,0,1,5,0,0,0,0,0,0
female,21,5,4,1,3,4,0,3,4,4,3,3,4,4,3,3,1,3,4,3,4,3,5,3,3,3,3,2,5,3,3,4,2
male,55,4,4,3,5,5,0,5,5,5,1,4,5,5,2,3,5,4,4,5,4,5,5,5,5,4,2,3,2,3,1,3,1
female,21,4,4,3,3,4,1,4,4,3,2,3,4,3,3,3,0,3,3,5,5,4,5,3,4,5,5,3,5,1,3,3,3
female,20,5,3,1,3,4,0,4,3,4,3,4,5,4,3,3,0,4,4,3,3,2,4,4,4,5,2,2,5,2,4,1,0
male,21,4,4,2,2,4,0,5,5,5,1,2,5,4,5,5,0,4,5,4,4,3,5,4,4,4,1,4,3,1,2,2,0
female,20,3,5,0,2,3,1,2,4,3,1,2,5,5,3,3,0,4,5,3,5,3,5,5,4,0,0,1,4,2,2,3,1
male,21,5,5,1,0,0,0,5,4,5,2,3,5,5,5,1,0,5,5,2,0,0,5,5,4,5,0,0,1,5,5,0,0
female,21,5,4,3,4,4,1,3,2,5,3,1,5,1,5,4,1,5,5,2,4,0,5,3,4,2,5,3,5,5,0,4,3
male,20,3,3,1,3,5,4,3,3,3,4,2,1,5,2,3,0,3,4,5,3,1,5,4,4,4,3,5,3,1,2,4,3
male,25,4,4,1,1,1,0,4,4,2,1,1,4,4,2,1,0,3,3,4,4,1,5,3,2,0,3,1,1,2,2,1,1
male,21,4,4,3,5,3,0,4,1,1,2,1,2,4,1,3,0,5,5,1,5,5,4,5,5,3,4,4,5,5,4,4,3
male,50,2,3,3,2,3,0,4,3,4,3,3,4,4,4,3,0,5,5,4,4,4,5,5,5,4,3,4,3,4,4,2,4
male,46,5,4,0,0,4,0,5,4,3,0,3,5,5,5,3,0,5,4,4,4,1,5,3,3,4,0,0,5,3,2,4,0
male,21,2,5,1,2,4,0,2,5,3,2,1,3,5,2,3,5,5,5,3,4,1,5,1,5,2,4,1,5,1,1,4,5
male,24,3,2,3,4,4,2,3,4,5,3,5,4,5,4,3,1,4,4,3,5,1,4,2,4,4,3,2,1,0,2,4,3
male,21,4,2,0,1,0,0,0,2,2,0,0,5,4,1,1,0,5,4,5,4,0,5,5,4,4,5,0,0,0,2,1,0
female,41,4,4,1,3,3,1,5,4,2,1,2,5,5,4,2,0,5,4,1,3,1,5,4,4,2,3,1,3,3,0,0,1
male,21,4,4,2,2,3,1,4,4,3,1,4,5,5,4,5,0,5,5,3,4,5,5,5,4,4,2,4,2,5,1,4,1
male,21,4,3,1,2,2,1,3,3,3,2,3,3,4,2,3,0,3,5,1,3,2,4,3,4,2,2,1,1,3,1,1,0
male,30,0,0,0,0,0,0,0,5,0,0,0,4,3,0,4,0,0,3,3,1,0,5,1,1,4,5,0,0,0,2,4,0
male,76,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,1,2,5,0
male,20,4,3,2,3,4,0,3,4,5,3,3,5,5,2,2,0,4,5,4,4,0,4,1,4,4,5,3,0,0,1,4,0
female,21,3,3,3,2,1,0,2,3,3,2,4,4,4,3,3,1,3,4,1,3,2,4,1,3,2,1,2,4,4,1,1,1
male,20,5,5,3,4,4,0,5,5,5,3,1,5,5,5,5,0,4,5,5,5,4,5,5,5,4,4,3,5,0,0,5,4
female,29,4,4,1,3,5,0,4,4,3,3,4,4,4,3,3,1,3,3,4,4,4,5,5,5,3,3,3,1,1,3,4,5
female,58,3,3,3,3,4,1,4,3,3,3,4,4,3,3,3,3,3,4,5,5,5,5,5,5,4,4,5,4,0,0,5,5
male,81,3,3,5,4,4,2,4,4,5,3,5,5,2,5,4,0,4,3,5,5,5,5,4,5,2,5,5,2,1,3,4,3
female,64,5,4,4,4,4,0,3,4,4,3,5,5,4,3,3,3,5,5,4,5,5,5,5,4,3,4,3,5,0,0,3,2
female,76,3,4,4,1,4,2,4,3,4,1,3,4,4,3,3,0,3,4,1,4,3,5,4,5,4,0,0,5,4,0,0,0
female,36,4,4,2,4,3,3,4,4,4,4,3,5,4,3,3,1,3,4,3,5,1,5,4,4,3,1,0,5,1,1,4,1
female,30,4,4,1,5,2,0,4,4,3,4,4,4,3,4,4,3,3,1,3,5,4,5,0,5,4,5,4,5,2,3,5,5
female,38,4,4,3,5,5,2,5,5,5,4,5,4,5,4,4,3,4,5,4,5,5,5,4,4,3,5,2,3,3,0,5,5
male,41,4,4,0,1,3,0,3,4,3,2,2,5,5,3,3,0,4,5,4,4,1,5,4,4,4,3,1,4,2,1,4,3
female,36,4,4,1,2,2,0,3,3,1,2,1,4,2,1,2,0,4,5,0,3,3,5,5,1,1,2,0,4,5,1,1,3
male,42,4,3,1,4,4,0,3,4,2,3,1,3,4,2,1,1,3,3,3,4,2,5,2,3,2,2,2,1,3,2,3,3
female,24,4,4,2,3,2,1,2,4,3,2,3,4,4,2,2,1,3,3,5,5,4,5,5,3,2,3,3,5,1,2,2,2
male,18,4,4,2,3,0,0,2,1,2,0,0,3,4,2,4,0,3,4,4,4,1,5,1,4,3,2,0,0,0,2,3,0
female,30,5,5,3,2,4,0,3,5,4,2,4,4,5,5,3,0,4,5,3,4,3,4,4,4,4,3,3,3,2,0,1,0
female,45,4,4,2,4,4,0,4,5,4,2,5,5,3,3,3,1,4,4,5,5,4,5,3,3,4,0,1,5,3,1,3,0
female,36,5,5,2,1,3,0,4,4,4,2,1,3,5,3,3,0,4,5,4,4,0,5,5,4,2,1,3,2,0,3,4,0
female,36,5,5,3,3,3,0,5,5,3,2,3,5,5,4,3,4,5,4,2,3,1,5,4,3,5,1,0,5,3,3,2,1
female,29,3,5,3,4,3,3,4,4,4,3,4,4,4,4,4,1,4,4,4,4,3,4,5,5,3,2,2,1,3,4,2,2
female,31,0,0,4,4,4,0,3,4,4,1,1,4,5,1,1,0,3,5,0,5,5,5,5,5,1,4,2,5,1,1,4,4
female,41,4,4,4,4,5,2,3,5,5,4,3,5,4,2,1,1,2,4,5,4,5,5,1,3,4,0,2,5,3,2,4,3
male,28,4,1,3,2,4,0,3,4,4,1,4,4,4,3,2,1,4,3,5,4,4,5,4,4,3,4,3,4,3,2,4,1
female,33,5,5,5,5,4,0,5,5,5,2,3,5,5,5,4,1,5,5,3,5,4,5,4,4,4,3,1,5,5,3,4,1
female,42,3,2,3,1,2,0,3,5,3,1,3,4,4,4,3,0,4,3,5,2,2,5,1,1,2,3,1,4,2,2,2,2
male,36,4,4,0,5,5,0,1,4,4,4,5,5,3,4,5,5,5,5,0,5,5,5,4,5,3,4,5,5,4,4,3,5
female,38,3,4,2,3,4,3,3,4,4,1,4,4,3,4,2,1,3,4,3,4,3,4,5,4,4,1,2,0,3,1,2,3
female,34,4,4,3,5,5,1,4,4,3,2,1,4,5,2,2,0,4,5,4,5,0,5,4,5,4,5,1,5,3,0,4,4
female,20,3,4,3,2,4,0,4,4,5,1,3,4,5,4,3,1,4,4,5,3,3,4,5,5,4,2,2,5,4,2,2,1
female,21,2,3,2,2,4,0,3,5,4,3,4,4,4,4,4,3,5,5,3,5,5,5,4,5,4,4,4,5,3,4,4,4
female,20,3,3,1,3,3,0,3,3,2,1,1,2,4,3,3,0,3,5,4,5,4,4,1,3,4,1,3,2,5,3,2,3
female,45,5,5,2,4,5,0,5,4,4,2,3,5,4,4,5,0,4,5,4,5,3,5,5,4,2,1,3,5,3,2,5,3
female,28,4,4,3,4,4,1,4,4,4,3,4,4,4,4,4,0,5,4,3,5,5,5,5,5,4,5,5,5,0,3,3,4
male,24,4,4,3,4,4,1,3,4,4,1,4,4,4,4,4,1,4,5,5,5,3,5,5,5,5,2,4,1,2,2,4,4
female,44,5,4,3,3,4,1,3,4,1,2,2,4,4,2,4,0,3,3,4,4,2,5,3,4,0,2,0,2,3,3,4,2
male,22,4,4,1,1,3,1,5,4,4,1,4,5,4,5,5,0,4,5,1,4,1,5,5,5,5,0,1,0,0,2,0,4
female,34,4,4,2,3,3,0,2,4,3,3,4,5,5,3,3,0,4,4,4,4,3,4,5,4,2,3,3,2,2,2,2,1
female,50,5,4,2,3,3,1,4,3,2,2,3,4,3,3,4,3,4,4,3,4,2,4,4,3,3,3,2,3,2,3,2,3
female,25,4,5,4,4,5,1,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,5,3
female,62,2,4,1,3,3,0,3,4,1,1,4,4,4,1,4,1,5,5,4,4,5,5,5,5,2,0,4,5,2,1,2,1
female,30,2,3,1,2,2,0,2,4,4,1,2,2,5,2,3,2,3,5,3,5,0,5,5,5,3,0,0,2,2,2,3,2
female,22,4,3,3,4,4,1,4,4,4,2,4,5,4,2,4,1,4,5,3,4,4,5,5,4,4,1,0,4,3,4,1,3
male,74,4,3,4,4,3,2,3,3,4,3,1,0,2,3,4,5,4,3,2,2,3,2,3,4,3,5,4,2,4,3,1,0
male,24,2,4,0,0,1,0,2,5,1,1,1,3,4,2,4,0,3,5,3,2,0,5,3,5,1,3,0,5,4,3,3,0
male,26,4,4,2,3,5,2,5,5,5,1,5,5,4,5,4,3,5,4,3,5,4,3,0,4,3,5,2,5,0,4,5,4
female,34,2,2,3,4,3,3,3,4,4,3,3,3,4,4,4,4,4,5,5,4,4,5,4,4,4,4,4,5,4,3,3,3
male,21,5,3,2,4,4,0,4,3,2,2,2,4,4,2,3,4,4,5,3,5,2,5,0,5,2,5,4,0,2,1,4,3
female,21,1,4,1,3,1,0,3,4,4,3,1,1,5,4,4,0,2,4,3,4,0,4,5,4,1,3,1,0,1,1,2,0
male,19,3,4,4,3,3,2,4,2,3,2,2,3,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,1,1,2,2,4
male,26,5,5,5,5,5,3,5,5,5,0,3,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5
female,25,2,3,2,2,5,2,5,2,4,3,5,0,4,5,5,4,2,5,5,5,5,4,4,5,3,5,3,5,4,1,5,2
female,19,4,4,2,4,4,0,3,3,2,4,3,3,3,3,4,1,4,5,5,4,3,5,3,3,1,4,2,3,3,2,4,3
female,18,5,5,3,4,5,1,4,5,5,1,3,5,5,5,5,3,5,5,3,5,4,5,5,5,3,3,1,2,2,1,3,5
male,42,2,3,4,2,1,0,2,1,4,2,0,1,0,5,2,0,0,5,5,5,0,3,0,5,5,5,3,0,5,2,5,0
female,65,5,5,1,2,2,2,2,2,3,2,2,5,5,2,2,2,2,2,2,2,2,2,4,4,3,0,2,0,0,0,0,0
female,30,1,1,0,4,5,0,1,4,3,1,4,4,3,1,1,1,3,4,1,4,5,5,4,5,2,3,0,4,4,1,4,1
female,18,5,5,3,5,4,0,5,4,5,3,4,5,5,5,5,4,5,5,2,5,5,5,5,5,4,3,5,5,5,3,5,3
male,62,2,4,4,4,4,0,4,4,4,3,4,5,5,3,5,0,3,2,4,5,4,5,1,4,3,1,4,0,3,3,3,1
male,33,4,5,0,1,1,1,4,5,1,1,1,5,5,1,2,5,4,5,1,4,1,5,4,5,2,2,4,2,3,2,4,1
male,31,4,4,3,4,4,1,4,4,1,2,3,4,4,2,3,0,2,4,4,3,3,3,5,4,1,4,2,4,3,3,2,0
male,24,3,4,2,4,4,1,4,4,4,2,3,5,5,4,5,0,1,5,5,5,3,5,3,4,1,1,1,2,3,3,5,2
male,29,4,4,0,0,0,0,4,4,2,2,0,3,5,1,2,0,5,5,0,1,0,5,5,5,4,1,0,4,4,2,1,0
male,83,3,3,2,1,3,0,4,4,3,1,4,4,4,2,5,2,4,5,1,1,3,5,4,4,2,3,1,4,4,1,5,3
male,70,3,2,1,1,3,0,3,3,2,1,2,3,2,1,1,0,2,4,0,1,4,5,5,5,1,2,3,4,4,2,2,0
male,70,4,3,1,1,3,1,3,4,4,1,4,4,3,3,3,0,4,4,0,1,3,5,0,4,2,1,2,4,4,1,4,1
male,75,3,4,3,4,2,3,4,4,5,2,2,4,4,3,5,2,3,4,3,3,5,5,4,4,3,3,1,4,4,3,3,2
male,29,4,4,3,2,3,1,3,2,2,3,4,5,5,4,3,2,3,3,1,1,2,3,4,5,4,3,2,1,2,2,3,1
female,63,5,5,1,1,4,0,4,4,3,1,4,5,4,3,3,2,5,5,3,3,5,5,5,4,4,1,2,5,5,2,2,1
female,22,5,3,1,3,2,0,4,4,3,1,0,5,4,3,3,1,4,3,3,4,2,5,4,3,3,0,0,5,2,1,3,1
